Á¦¸ñ,È¸Â÷,ÀÛ°¡,º°Á¡,µî·ÏÀÏ,´ñ±Û,ÁÁ¾Æ¿ä,½È¾î¿ä,³¯Â¥,ÃÑ ´ñ±Û¼ö
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,³»¿ëÀÌ¶û ±×¸²Ã¼°¡ ... °íµîÇÐ»ýÀÌ±×¸°°Í°°¾Æ¿ä ¸»ÇÏ´Â°Íµµ ¾Æ¹«¸® Àå¸£°¡ ±×·¸´ÙÁö¸¸ 90³âµµ¿¡ ÀÐ¾ú´ø ¼Õ¿À±Û°Å¸®´ø ÇÐ¿ø¸¸È­µµ ¾ÈÀÌ·§´ø°Å°°Àºµ¥... ³Ê¹«ºÎÀÚ¾ð½º·¯¿ò..,4,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,Çö¿ìµµ ¹ÌÃÆ°í ¹Ú½ÂÁÖµµ ¹ÌÃÆ´Ù,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¤·...¾î?,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¿ª½Ã µÅÁö°í±â,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,º¹¼ö°¡ ±× º¹¼ö°¡ ¾Æ´Ò µí,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,º¹º¹³º(º¹¼ö´Â º¹¼ö¸¦ ³º´Â´Ù) ³Êµµ¾ß Çö¿ì¾ß,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¹Ì¡¿³ð ÀÌÁ¦ Áö ½ÇÃ¼°¡ ³ª¿À³×,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¿Ö Àç¹Õ´Âµ¥ Àü°³°¡ ÀÌÇØ ¾ÈµÇ°í ±×·¯¸é ¾Èº¸¸é µÅÂ¡,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,º¹¼öÀÏ¼öµµÀÖÁö¸¸ ¾îÂ¼¸é ÁöÄÑÁÙ·Á°í µý»ç¶÷µéÀÌ °ü½É ²ô°Ô ¾Æ´Ï¸é ¸ø ±«·ÓÈ÷°Ô ÇÏ´Â°Å°°Àºµ¥,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,º¹¼ö ÇÏ·Á°í ÇØ¾º¤Ã¤¡¤ý µÑÀÌ ÁÁ¾ÆÇÏ´Â°Í¸¸ ¾Æ´Ï¸é µÈ´Ù,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,³» ¸ðµç°É ´Ù ÁÖ´Âµ¥ ¿Ö ³¯ ¿ï¸®´Ï~?,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¿Ö ³ª¸¦ ¾ÆÇÁ°Ô¸¸ ÇØ~,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,ÀÌ·± Àå¸£¿´À½?¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,½ÂÁÖ¾ß   Ãë¾÷ÇÏ·¯ ³ë·®Áø±îÁö¿ÔÀ¸¸é ±×³É °øºÎ¸¸ÇÏÀÚ ,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,À×??¤¤¤»¤»¤»¤»¤»¤»¤»,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¤»¤»¤»¤»¤»16ÄÆ Á¤µµ¿¡ ¸ö ¾ø´Ù´Â º£´ñº¸°í ¾û? ÇÏ°í ´Ù½ÃºÃ´Âµ¥ ±ô³î¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»,3,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,µµ¶óÀÌ³Ä,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,ÇÎÅ©¸³ Á¤¸» ¾È¾î¿ï·Á^^ ÀÔ¼ú¸¸³ª¿ÔÀ»¶© ÀÌ»»´Âµ¥ ÀüÃ¼·Îº¸´Ï±î ³Ê¾î¾î¤Ã¤Ã~~~~~¹«! ¸ø»ý°å´Ù^^,1,1,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,±ÞÀü°³ ³Ê¹« ½ÉÇÔ..... ÀÛ°¡´Ô Á¶±ÞÇÏ½Å °Å °°Àºµ¥ ÄÜÆ¼ ÀÛ¾÷ÇÏ½Ç ¶§ ±Û ÄÜÆ¼¸¦ Â¥º¸½Ã¸é ¾î¶³±î¿ä Èå¸§ÀÌ ¾î»öÇØ¿ä,679,31,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¿Ö »ìÀÌÂð°ÇÁöºÎÅÍ ³»¿ëÀÌ ³ª¿ÀÁöµµ¾Ê°í Á¤½Å»ê¸¸ÇÏ°í ³²ÁÖ³ª ¿©ÁÖ´Â º´ÁøÀÌ°í Âü..,3,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¤±¤º¤»¤»¤» ÀÌÁßÀÎ°Ý Áö¸°´Ù.. ¼Ò¸§,1,1,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,...? ¹¹¾ß Àú ³í¸®´Â,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,µ¶ÀÚ´Ôµé »ç¶ûÇØ¿ä¶õ ¸» ¾îµø¾î¿ä?,0,1,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,º¸¶ó Ä£±¸ ¸Ó¸®¸¸ ÀÖ´Â°Å Àß º¸¸é ÇÎÅ©»öÀ¸·Î ¸ö º¸¿©¿ä,0,1,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,Àü°³°¡ ¹¹°¡ ¾îÁö·¯¿î°Å Àú¸¸ ±×·±°Ç°¡¿ä???,3,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¤»¤»¤» ÁøÂ¥ 16¹øÂ° ÄÆ¿¡ º¸¶óÄ£±¸ ¸Ó¸®¸¸ ¶°ÀÖ³×¤»¤»,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,ÀÎ¼ºº¸¼Ò,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,ÁøÂ¥ ¼Ò¸§µ¸´Â´Ù.. ÀÌ°Å È£·¯ ·Î¸Ç½º ÀÎ°¡¿ä,1,1,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,Àü°³°¡ ³Ê¹« ºÎÀÚ¿¬½º·¯¿ö¿ä,547,33,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,Àú¸¸ Ä¡ÁîÀÎ´õÆ®·¦ÀÇ À¯Á¤¼±¹è »ý°¢³ª³ª¿ä..¼Ò¸§;;;,0,1,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,Çô...Çö¿ì..±×·¸°Ô ¾ÈºÃ´Âµ¥.....,2,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¿Í ½ºÅäÄ¿ ÀâÀ¸·Á´ø°Íµµ ±×·¡¼­ ±×·±°Ç°¡ ¤¾¤§¤§..,2,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,16ÄÆ Ä£±¸ ¹«¼·´Ù¤Ð¤Ð¤Ð¤Ð¤Ð,3,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,º¹¼±ÀÌ ³Ê¹« ¾ø¾î¼­ ¾Æ½±´Ù,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¿¡¹Ù ÂüÄ¡ ²ÇÄ¡,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,³­ Àç¹Õ´Âµ¥ µµµ¥Ã¼°¡ Æò°¡ÁúÀº ¿ÖÇÏ°í ÀÚºüÁ³´ÂÁö ¸ð¸£°ÚÀ½ ¾Æ´Ï Àç¹Ì¾øÀ¸¸é ¾Èº¸¸é ±×¸¸ÀÌ°í Àç¹ÕÀ¸¸é Àßº¸¸é µÇÁö ¹º ½Ã¾î¸Ó´ÏÀÜ¼Ò¸® ´Ã¾î³õ´Â°ÅÃ³·³ ¾²Àßµ¥±â¾ø´Â ÀÜ¼Ò¸®¸¦ ÇÏ´ÂÁö ÀÌÇØ¸¦ ¸øÇÏ°Ú³×... ÇÏ±ä... ¾ÇÇÃµµ °ü½ÉÀÌ·¨´Ù ¿­½ÉÈ÷ °ü½É°®°í º¸°Å¶ó ,2,5,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,º¹º¹³º º¹¼ö´Âº¹¼ö¸¦³º´Â´Ù,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,°©ÀÚ±â¸·Àå,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¹Ú½ÂÁÖ È­ÀåÇÑ°Å ¤»¤»¤»¤» È­Àå ¾ÈÇÏ´Â ³»°¡ À÷º¸´Ü ³´°Ú´Ù ¤»¤»¤»¤»¤»¤»¤»,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¤·ÇÏ Çö¿ì¾ß ³Ê¹« ¼½½ÃÇà>< ,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¾Æ´Ï ÁøÂ¥ ´ë»çµµ È×È×¹Ù²î°í Àü°³ ³Ê¹« »¡¶ó¼­ ¹¹¶ó´ÂÁö 1µµ ¸ð¸£°Ú°í Á¤½Å¾øÀ½ ±×¸²µµ Á¶ÀâÇÏ°í,6,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,Çö¿ì¾ß ³Ê ¿ù·¡..ÀÌ·±¾Ö¿´¾î???,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,ÇæÁøÂ¥³×¿ä º¸¶ó¿·¿¡ Ä£±¸ ¸öÀÌ¾ø¾î¿ä,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¿¨ ±ÞÀü°³ ¿ÀÁ®µû,3,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¼±³Ñ³×?,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¹ÌÄ£¤»¤»¤¼¤¼¤¼¤¼¤¼¤¼¤¼¤¼¤¼¤¼¤¼¤¼¤¼¤¼¤¼¤¼¤¼¤¼¤¼¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤» Àü°³°¡ »ó»ó¤§¤¾¸øÇÞ´Ù ³ª´Â,6,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,Çö¿ì´Ô ±×¸»À» °¨´çÇÏ½Ç¼ö ÀÖ°Ú³Ä°í ¹°¾ú½À´Ï´Ù,1,1,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¤¶8? Çö¿ì¾ß ¸ÓÇÏ´Ï^^??,0,2,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,????,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,"±×·¸´Ù, ÇÏÇö¿ì´Â ¾Ç¿ªÀÌ¾ú´Ù",0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¿¨ ¹º°¡ À¥Å÷ÀÌ ÅöÅö ²÷±â´Â ´À³¦......,5,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,³ª»Ú°Ô¸¸ º¹¼öÇÑ´Ù°í »ý°¢ÇÏÁö ¸¶¿ä¤Ð¤Ð¤Ð ¾Æ³¢´Ï±î °ü½É Á¶±ÝÀÌ¶óµµ ´õ ¹ÞÀ¸·Á°í Àå³­Ä¡µíÀÌ ±«·ÓÈ÷´Â °ÅÀÏ¼öµµ ÀÖÀÝ¾Æ¿ä¤Ð¤Ð¤Ì ³­ ¾ÆÁ÷ Çö¿ì¸¦ ¹Ï¾î...,0,2,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¤»¤»¤»¤»¤»¿äÁò¾Öµé Á¡Âï°í ¿À´Â°Å ¾Æ³ª¤¡¤¢¤»¤»¤»¿Ö ³Ê´Â ³ª¸¦ ¸¸³ª¼­ ¿Ö ³ª¸¦ ¾ÆÇÁ°Ô¸¸ÇØ¹Î¼ÒÈñ!!!!!!!¤»¤»¤»¤»¤»¤¡¤»,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,º¹º¹³º!!,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,±Ùµ¥ ±× Àü±îÁö µ¶ÀÚµéÇÑÅ× º¸¿©Áö´Â Çö¿ìÀÇ ¹¦ÇÑ Ç¥Á¤ÀÌ¶ó´øÁö ÀÌ·± ¾Ï½Ãµµ ¾øÀÌ °©ÀÚ±â ÀÌ·¯¸é ±ÞÀü°³°°À½.. ¸Å²ô·¯¿òÀÌ ºÎÁ·ÇÑµí,789,20,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¹¹¾ß ¼º°ÝÀÌ Ä£¿ÀºüÀÓ?,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,...? Çö¿ì ÁøÂ¥ ³ª»Û°Å¾ß ¾Æ´Ô ÂøÇÑ°ÇÁö ¸ð¸£°Ú´Ù ±Ùµ¥ ¿Ö Çö¿ì¶û º¸¶ó Çì¾îÁ³´ÂÁö ¾Ë°Í °°´Ù ±×¸®°í Àú ¹Ú½ÂÁÖ ÀÔ¼ú.¾ó±¼Á¸¸øÀÌ°Åµç?!; ±×´Ïµý ¹Ù¸£Áö¸»°í ³Í »ç¶óÁ® ¶Ç ³Í ÀÌÁ¦ µÚÁ³´Ù ¤» ¤»ÈìÈì ±Û°í.. Çö¿ì º»¼º Ã·º¸³× ³­ ÂøÇÑÁÙ ¾Ë¾Ò´Âµ¥ ¶Ç.. Á¦¹ß ÀÛ°¡´Ô Çö¿ì ³ª»Û¾Ö(¾Ç¿ª)¾Æ´Ï°ÔÇØÁÖ¼¼¿ä¤Ð,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¿Í ÀÌ¹øÈ­º¸°í ´À²»´Ù.. ¹ÎÇõÆÄ´Â ÀÌ¸®·Î ¿À¼¼¿ä!,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¾Æ Áö¶öÁ»..ÇÏÁö¸¶ Çö¿ì¾ß... ³Ê ³ªÇÑÃ¼ µÚÁú·¡? ¿ì¾¯!!!!,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,ÀÜ³ª ¹«¼·³× ½Î´ë±â ³¯¸±¹ø,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,³­ ¹ÎÇõÆÄ,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¿¨..¾Æ´Ï ¼³º¸¶ó±«·ÓÈù´Ù´Â °É ¼³º¸¶ó½È¾îÇÏ´Â¾ÖÇÑÅÂ ¸»ÇÑ ÀÌÀ¯°¡¹¹ÀÓ....,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¿Ö Çì¾îÁøÁö ±¸Ã¼ÀûÀ¸·Î °ú°Å¶û »¡¸®¾Ë·ÁÁà¾ß ÇÒµí À÷ ¿ÖÀú·¡ ¾Æ¿À À¥Å÷¤º¼ÕÀý°¢ ³ª¿À³×¿ä ´ä´äÇÏ°í ±×¸²µµ º¸¶ó º¼»ì ¿ÖÀÚ²Ù ÁÂ´ëÄª ¿ÖÀú·³ ; ¾îÄ³ ¿Ã¶ó¿À¼Ì³ª¿ä Çö¿ì¾ó±¼·Î µé¾î¿Ô³ª ,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,º¹ º¹ ³º,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,Çö¿ì¾ß ¿¡¹Ù¾ß;;;,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,ÀÌ°Ç ¶Ç ¹«½¼ °³°°Àº¼Ò¸®ÀÎ°¡¿ä...?,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316, °¨Á¤¼±À» µû¶ó°¡±âµµ Àü¿¡ »ç°ÇÀÌ ÅÍÁ®¼­ ¼ÖÁ÷È÷ ³Ê¹« Àü°³°¡ ºü¸¥´À³¦¹Û¿¡ ¾Èµé°í ÀÌÇØµµ ¾ÈµÊ..,755,35,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¸ñ¿äÀÏ  ¹¹  À¥Å÷¿¡  Á¤¸»  Á¦¼ö¾ø°í   »çÀÌÄÚÆÐ½º°°Àº  ÀÎ¹°ÀÌ  ÀÖ´Âµ¥  À÷µµ   °Â  »â  ³­´ÙÀ×?,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,º¹¼ö´Â Àß¸ø‰çÁö¸¸ º¸¶ó ±«·ÓÈú¼öÀÖ´Â»ç¶÷¤±Àº ¿ÀÁ÷ ÀÛ°¡´Ô»Ó!!(?),0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,½ºÅä¸® Àü°³ žÍÄÉ ¤§¤§ ºü¸£Áö 3È¸µ¿¾È ÁøÇàµÉ ÀÌ¾ß±â¸¦ ÇÑ²¨¹ø¿¡ º» ´À³¦,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¾Æ ÁøÂ¥,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¿Í º¸¶ó¾ß³Ê °ú°Å¿¡ ¹¹Çß³Ä?? ÀûÀÌ ³Ê¹« ¸¹¾Æ,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,???????????????????,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¾Æ´Ï ³Ê¹« ½ºÅä¸®°¡ ÈÅÈÅÈÅ Àü°³¿¡³Ê¹« Á¤½ÅÀÌ ¾ø´Ù ,2,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¿Ö ³ª¸¦ ¾ÆÇÁ°Ô¸¸ÇØ~,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,Çö¿ì¾ß ³Ê ¿Ö ±×¸£´Ï¤Ð¤Ð,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¹ÎÇõÀÌ°¡ ÃÖ°í¾ß,0,1,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¹Ì?Ä£?³ð?,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,Çö¿ì°¡ Çø¿À ½º·´´Ù,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,Áß°£¿¡ º¸¶ó Ä£±¸ ¸ñ¸¸ µÕµÕ ¶°´Ù³à¿ä... Àú¸¸º¸ÀÌ³ª¿ä,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,"º¹¼ö ¾Æ´Ñ°Å°°Àºµ¥,,, ½æ³×ÀÏ »çÁøÀÌ Çö¿ìº¸¶ó,,,",0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,À­µ¿³× »ê½Å´Ô µû¶óÇÏ³Ä,3,1,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¹¹¾ß ÂøÇÑ¾ó±¼·Î Àú·±¸» ÇÏ´Ï±î ÀÌ»óÇÏÀÝ¾Æ,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¿À¿ì ¿Í °³ ¼Ò¸§ µ¸¾Ò¾î..   ¿À¿ì ÀÚ¾ßÁö..  ¿À¿ì ¸¶Áö¸· Àå¸é ²Þ¿¡³ª¿À¸é..¤§¤§ ¿À¿ì ¶Ç ¼Ò¸§³¢Ä£´Ù,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,ÃßÇÏ´Ù Çö¿ì¾ß......,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,½ÂÁÖ ´«½ç ¿ÖÀú·³ ±×¸®°í¿À¶ó°íÇØ,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¾Æ Çö¿ì ´Â º¸¶ó ¸¦ ¾Æ¹«µµ ¸ø±«·ÓÈ÷°Ô ÇÒ·Á°í ÇÏ´Â°Ç°¡ ? ¾Æ´Ï¸é º¹¼ö? ¹¹Áö .¸ÞÀÎ ÇÁ·ÎÇÊ»çÁøÀÌ ¿Ö º¸¶ó ¶û Çö¿ì ÀÎ°Å¾ß ¿Ö Áö?,2,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,°©ÀÚ±â??,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¿À¤Ã ¹¹¾ß,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,?,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¹Ï¾ú´ø Çö¿ìÀÎµ¥ ...,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¹ÎÇõÆÄ´Ù ÀÌÁ¦,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,ÀÛ°¡´Ô Çö¿ì°¡ ³²ÁÖ¸é Àú´Â ÀÌ À¥Å÷ ¾Èº¾´Ï´Ù.,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¿¡È¿ ³Ê¸¸Å­Àº ¹Ï¾ú°Ç¸¸ ³Ê¸¶Àú ³ª»Û»õ³¢,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¼³º¸¶ó¸¦ ±«·ÓÈ÷´Â°Ç ³ª¿©¾ß¸¸ ÇØ¶ó´Ï...¤©¤· º¸¶ó ½È¾îÇÏ´Â°Å ¿´±¸³ª..ÂøÇÑÃ´ ÇÏ´Â°Å¿¡ Àç´ÉÀÖ³× Àú½§ ¤»¤»¤»,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¹¹¾ß ¤»,0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,´Ü¼øÈ÷ Â÷¿´´Ù°í ÆûÀâ°í º¹¼öÀÚÀÎ Ã´ÇÏ´Â °Å¸é ¤©¤· ¹ÌÈ­ºÒ°¡ ¼öÁØÀÇ ÂîÁúÀÌ ÇÇ¿ë½ÅÀÌ³×;;;,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¿Í ¤µ¤² ¹ÝÀü,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,¿ä±â³ª¿À´Â.ÄÉ¸¯ ´Ù »ï¼ö »ç¼ö ¿À¼ö È®Á¤ÇÏ¶ó´Â °øºÎ´Â¾ÈÇÏ°í »¹Áþ¸¸ µå·´°ÔÇØ´¢,2,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,"ÀÌÁ¨ 180µµ ´Þ¶óÁø ³ÊÀÇ ¼º°Ý ,, ¾Æ ÁøÂ¥ ¿Ö±×·¯³Ä ¤Ñ¤Ñ",0,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,³»°¡?? ÀÌ·²ÁÙ ¾Ë¾Ò¾î Ç»¤Ð ÀÌ? ³ª»Û»õ³¢¾ß ¤Ð¤Ð¤Ð,1,0,20190317,922
8¿ùÀÇ ´«º¸¶ó,20È­,±è¸®¾Æ,9.71,20190316,ÁøÂ¥ ½ºÅä¸® ÀÚ¿¬½º·´Áö¸øÇÏ°Ô ÀÌ¾îÁö³×;;;,3,0,20190317,922
